	MG1655-1	PUTR3-1_1	PUTR4-3_1	PUTR5-6_1	PUTR7-7_1	PUTR8-10_1	cspC-1	proV-1	MG1655-2	PUTR3-1_2	PUTR4-3_2	PUTR5-6_2	PUTR7-7_2	PUTR8-10_2	cspC-2	proV-2	MG1655-3	PUTR3-1_3	PUTR4-3_3	PUTR5-6_3	PUTR7-7_3	PUTR8-10_3	cspC-3	proV-3	yeaR-1	pstS-1	proV_cspC-1	proV_yobF-1	proV_nagC-1	proV_wbbK-1	proV_ptsP-1	proV_ptsP_wbbK-1	yeaR-2	pstS-2	proV_cspC-2	proV_yobF-2	proV_nagC-2	proV_wbbK-2	proV_ptsP-2	proV_ptsP_wbbK-2	yeaR-3	pstS-3	proV_cspC-3	proV_yobF-3	proV_nagC-3	proV_wbbK-3	proV_ptsP-3	proV_ptsP_wbbK-3
33.67347	2.741	33.002	27.293	38.713	31.48	1.031	5.885	1.785	3.435	32.45	28.188	37.759	30.624	61.245	7.745	2.831	4.133	33.574	27.832	38.906	31.924	65.796	6.167	2.308	5.294	2.923	5.253	9.603	1.796	8.71	1.529	1.082	2.33	2.695	3.641	4.311	2.472	6.103	1.427	1.051	1.177	2.071	0.938	0.832	0.542	1.765	0.81	0.691
33.84007	2.594	33.467	27.352	38.646	31.38	0.907	5.899	1.876	3.369	32.89	27.874	37.639	30.633	61.171	7.977	2.817	4.095	32.972	27.865	38.626	31.772	65.965	6.183	2.51	5.472	3.103	5.564	9.971	2.051	8.808	1.462	1.096	2.454	2.657	3.44	4.378	2.458	6.118	1.358	0.983	1.028	2.22	1.004	0.898	0.608	1.911	0.983	1.025
34.00679	2.758	33.462	27.781	38.881	31.581	1.02	6.116	1.834	3.426	32.813	27.316	38.094	30.997	61.594	8.103	2.941	4.263	33.48	28.028	38.972	31.711	66.215	6.303	2.508	5.492	3.133	5.762	10.085	1.884	8.829	1.562	1.148	2.523	2.829	3.707	4.459	2.559	6.445	1.455	0.973	1.178	2.167	0.993	0.888	0.705	1.821	0.971	0.875
34.1735	2.665	33.85	27.382	38.868	31.67	1.057	5.995	1.953	3.549	33.147	27.889	37.92	30.952	62.14	8.201	2.953	4.171	33.846	27.252	38.771	32.26	66.52	6.563	2.575	5.429	3.152	5.912	10.159	1.897	9.116	1.629	1.188	2.567	2.817	3.828	4.581	2.625	6.352	1.602	1.04	1.163	2.019	1.086	1.008	0.555	1.833	1.01	0.887
34.34016	2.692	33.796	28.488	38.463	31.912	1.03	6.319	2.115	3.549	32.608	28.024	38.46	30.817	62.544	8.444	3.169	4.333	34.007	28.142	39.149	32.206	66.925	6.698	2.656	5.699	3.287	5.912	10.672	1.978	9.089	1.548	1.081	2.567	2.656	3.828	4.662	2.544	6.352	1.467	1.121	1.163	2.073	0.951	0.927	0.717	1.914	1.091	0.779
34.50677	2.676	34.12	28.459	39.249	32.263	1.038	6.492	1.88	3.479	33.176	27.888	38.302	30.979	62.833	8.592	3.124	4.263	33.877	27.708	39.693	32.126	67.053	6.629	2.586	5.712	3.221	6.194	10.984	1.907	9.373	1.639	1.091	2.499	2.856	4.082	4.484	2.554	6.525	1.638	1.13	1.253	2.111	0.879	0.936	0.645	1.95	1.073	0.706
34.67351	2.708	33.988	27.561	38.829	33.1	0.98	6.606	1.987	3.566	32.559	28.236	38.911	31.167	63.295	8.983	3.314	4.325	34.513	28.432	39.437	32.154	67.331	7.018	2.617	5.752	3.264	6.285	11.355	2.018	9.495	1.533	1.365	2.618	2.811	4.113	4.786	2.61	6.749	1.639	1.023	1.551	2.116	1.069	0.883	0.591	1.897	0.938	0.813
34.84026	2.809	34.348	28.058	38.889	33.109	1.083	6.706	2.062	3.585	32.703	28.029	38.727	31.041	63.859	9.137	3.362	4.372	33.924	28.226	39.524	32.271	67.759	7.01	2.61	5.878	3.254	6.547	11.507	1.984	9.324	1.581	1.196	2.691	2.965	4.16	4.752	2.604	6.741	1.498	1.071	1.22	2.054	0.982	0.931	0.585	1.891	0.932	0.591
35.00679	2.728	34.483	28.139	39.565	33.082	1.164	6.923	2.008	3.585	32.838	28.029	39.403	31.068	64.643	9.38	3.389	4.453	34.978	28.226	39.173	32.109	67.867	7.118	2.61	5.878	3.2	6.547	11.669	1.93	9.702	1.608	1.466	2.583	2.857	4.106	4.995	2.604	6.822	1.633	1.017	1.112	2.136	1.117	1.039	0.748	1.972	1.04	0.888
35.17356	2.752	34.262	28.255	38.871	33.182	1.092	6.975	2.184	3.908	33.893	28.475	39.717	31.167	64.699	9.363	3.19	4.426	34.561	28.181	39.402	32.264	68.335	7.313	2.659	5.887	3.268	6.767	12.177	2.057	9.875	1.789	1.407	2.669	2.913	4.4	5.046	2.649	6.876	1.784	1.061	1.073	2.104	1.024	0.974	0.628	1.934	1.001	0.793
35.34016	2.767	34.544	28.479	39.075	33.327	0.885	7.045	2.386	3.734	33.2	28.782	39.164	30.823	65.332	9.571	3.446	4.442	34.224	28.214	39.525	32.383	68.454	7.575	2.781	6.23	3.369	6.947	12.335	2.071	9.813	1.639	1.421	2.741	2.956	4.55	5.061	2.58	6.973	1.634	1.046	1.248	2.064	1.037	0.905	0.559	1.865	0.932	0.642
35.50694	2.709	34.697	28.47	39.58	33.752	1.127	7.366	2.383	3.784	33.624	28.529	39.126	31.275	65.397	9.675	3.769	4.601	34.674	28.152	39.677	32.59	68.899	7.652	2.859	6.063	3.174	7.187	12.275	2.203	10.134	1.717	1.255	2.682	2.871	4.384	4.976	2.74	7.051	1.685	1.07	1.326	2.169	1.034	0.983	0.773	1.998	1.173	0.775
35.67365	2.794	35.114	29.157	39.563	33.843	1.184	7.425	2.277	3.734	33.58	28.185	39.001	31.23	65.685	9.924	3.446	4.604	34.685	28.513	39.878	32.356	68.915	7.9	2.754	6.149	3.288	7.435	12.932	2.043	10.111	1.585	1.367	2.687	2.956	4.658	5.224	2.662	7.055	1.878	1.209	1.357	2.037	1.118	0.987	0.722	1.865	1.149	0.777
35.84021	2.874	36.023	28.673	39.636	34.098	1.148	7.723	2.298	3.651	34.028	28.843	38.886	31.592	66.285	10.364	3.686	4.551	34.869	28.572	39.763	32.692	69.165	8.04	3.05	6.262	3.485	7.601	13.107	2.148	10.579	1.907	1.201	2.88	3.038	4.847	5.25	2.657	7.163	1.71	1.068	1.378	2.089	1.058	1.035	0.716	1.941	1.116	0.798
36.007	2.686	35.013	29.094	40.074	34.064	1.169	7.591	2.512	3.79	33.943	28.914	39.053	31.773	66.386	10.512	3.63	4.528	34.439	29.13	39.93	32.522	69.322	8.103	3.025	6.38	3.524	7.908	13.805	2.202	10.427	1.879	1.501	2.887	2.989	4.795	5.524	2.847	7.413	1.844	1.175	1.376	2.227	1.164	1.142	0.659	1.912	1.141	0.684
36.17368	2.82	35.615	29.624	39.908	34.505	1.229	7.805	2.325	3.814	33.512	29.088	39.728	31.727	66.611	10.446	3.632	4.741	34.842	29.468	40.17	32.529	69.491	8.393	2.887	6.479	3.376	8.09	13.759	2.067	10.796	1.934	1.473	2.771	3.066	5.091	5.494	2.766	7.408	1.737	1.068	1.297	2.143	1.194	1.09	0.743	1.968	1.035	0.743
36.3403	2.696	35.224	29.427	39.784	34.359	1.219	8.033	2.449	3.745	33.554	28.455	39.522	31.827	66.9	10.78	3.619	4.725	34.88	29.108	40.154	32.655	69.615	8.375	2.982	6.542	3.52	8.48	14.088	2.135	10.777	1.758	1.296	2.862	3.185	4.995	5.506	2.753	7.392	1.779	1.082	1.502	2.211	1.127	1.023	0.514	2.01	1.186	0.813
36.507	2.756	34.821	30.347	40.015	34.797	1.134	8.341	2.584	3.942	34.131	29.459	39.891	31.773	67.018	11.041	3.784	4.733	34.924	28.995	40.387	32.739	69.844	8.307	3.068	6.584	3.428	8.765	14.712	2.165	10.848	1.95	1.246	2.901	3.059	5.273	5.703	2.837	7.509	1.889	1.084	1.366	2.297	1.128	1.187	0.677	1.984	1.104	0.839
36.67369	2.74	35.448	29.775	40.047	34.853	1.087	8.19	2.43	3.953	34.243	29.268	39.924	31.61	67.284	11.165	3.794	4.773	35.119	29.021	41.046	32.685	70.384	8.838	2.97	6.734	3.524	8.969	14.839	2.12	11.026	1.879	1.338	2.833	3.016	5.53	5.851	2.874	7.658	1.98	1.093	1.294	2.254	1.164	1.061	0.605	1.994	1.059	0.82
36.84028	2.779	35.722	30.563	40.106	34.963	1.34	8.611	2.521	3.937	34.354	29.512	39.712	32.127	67.415	11.86	3.749	4.921	35.751	29.482	40.534	32.931	70.107	8.988	3.253	6.694	3.512	8.956	15.428	2.267	11.258	1.943	1.43	2.927	3.001	5.541	5.781	2.884	7.615	1.935	1.102	1.385	2.237	1.31	1.07	0.695	2.085	1.204	0.775
37.00704	2.751	36.13	30.427	39.833	35.126	1.095	8.801	2.412	3.937	35.28	29.186	40.12	32.046	67.551	11.697	3.912	4.866	35.533	30.19	40.969	32.849	70.352	9.097	3.28	6.911	3.621	9.364	15.592	2.267	11.258	2.025	1.403	2.982	3.11	5.514	5.862	2.857	7.751	2.017	1.211	1.385	2.319	1.228	1.152	0.614	2.003	1.313	0.666
37.17368	2.929	35.189	30.626	40.311	35.164	1.078	8.818	2.505	3.953	34.339	29.494	40.3	32.437	67.725	12.017	4.116	4.801	35.877	29.844	40.25	32.996	70.827	9.279	3.349	6.93	3.532	9.574	16.188	2.226	11.523	1.957	1.499	3.026	3.208	5.883	5.959	2.897	7.877	2.029	1.142	1.425	2.415	1.323	1.083	0.871	2.016	1.135	0.759
37.34037	2.811	35.609	30.374	40.124	35.586	1.433	9.184	2.584	3.915	34.92	29.703	40.544	32.698	67.779	12.265	4.001	4.842	35.984	30.219	40.985	33.636	70.334	9.422	3.15	6.992	3.564	9.581	16.779	2.11	11.636	1.923	1.328	2.983	3.14	5.817	6.002	2.837	7.89	1.97	1.165	1.366	2.297	1.074	1.106	0.731	2.066	1.104	0.812
37.50706	2.815	36.843	30.682	40.298	35.568	1.245	9.297	2.587	4.027	34.413	29.658	40.201	33.55	68.394	12.352	4.168	4.928	36.648	30.173	40.833	33.809	70.595	9.672	3.317	7.323	3.596	10.075	16.676	2.195	11.832	2.117	1.304	3.042	3.171	5.984	6.006	2.84	7.976	2.055	1.168	1.478	2.219	1.213	1.109	0.816	2.123	1.216	0.924
37.6736	2.793	35.952	31.361	40.23	35.737	1.242	9.526	2.778	3.953	35.238	30.393	40.083	33.445	68.052	12.698	4.116	4.991	36.204	31.097	41.449	33.84	71.154	9.715	3.377	7.421	3.695	10.473	16.76	2.389	12.123	2.229	1.499	3.081	3.344	5.938	6.232	3.033	7.958	2.002	1.142	1.261	2.334	1.323	1.164	0.681	2.097	1.217	0.868
37.84042	2.978	36.163	31.226	40.542	35.759	1.408	9.705	2.832	3.973	35.583	30.419	40.963	33.469	68.503	12.732	4.168	4.955	36.022	30.744	40.86	33.999	71.357	9.916	3.153	7.296	3.65	10.592	17.166	2.359	12.158	2.117	1.494	3.042	3.144	6.066	6.333	3.031	8.057	1.919	1.168	1.206	2.219	1.24	1.054	0.734	2.069	1.216	0.652
38.00713	2.931	36.536	31.571	40.999	35.941	1.25	10.095	2.92	4.062	35.168	30.764	40.604	34.113	68.917	13.097	4.338	5.018	36.262	31.034	41.046	33.855	71.608	10.334	3.269	7.414	3.66	10.983	17.451	2.284	12.114	2.097	1.474	3.078	3.261	6.346	6.286	3.037	8.229	2.17	1.256	1.294	2.118	1.219	1.061	0.768	1.966	1.195	0.766
38.17385	2.875	37.614	31.634	41.102	36.009	1.432	10.017	2.941	4.089	35.81	30.393	41.091	33.799	68.461	13.488	4.252	5.155	35.931	31.233	41.258	34.413	71.644	10.178	3.431	7.502	3.777	11.181	18.15	2.362	12.777	2.12	1.363	3.19	3.181	6.51	6.286	2.897	8.258	2.029	1.142	1.506	2.279	1.323	1.083	0.708	2.07	1.162	0.759
38.34047	3.155	36.789	32.142	41.123	36.083	1.52	10.134	2.893	4.069	35.585	30.329	40.786	33.818	68.439	13.772	4.423	4.972	36.608	31.524	41.062	34.35	71.296	10.733	3.384	7.594	3.787	11.764	18.409	2.369	12.542	2.399	1.533	3.199	3.271	6.627	6.54	2.986	8.294	2.09	1.203	1.431	2.368	1.329	1.143	0.768	2.076	1.223	0.846
38.50705	3.019	37.116	31.815	40.851	36.601	1.438	10.298	2.947	4.178	35.204	31.774	41.031	33.9	68.494	13.854	4.504	5.136	36.608	31.361	41.444	34.759	71.433	10.624	3.684	7.839	3.869	12.036	18.709	2.369	12.815	2.318	1.452	3.171	3.298	6.518	6.649	2.986	8.348	2.336	1.121	1.403	2.341	1.356	1.171	0.687	2.022	1.25	0.955
38.67385	2.937	37.307	32.906	41.287	36.765	1.356	10.625	2.947	4.26	35.204	31.311	40.513	33.982	69.366	14.072	4.45	5.081	36.308	32.151	42.207	34.65	71.187	10.869	3.765	7.921	3.814	12.336	19.39	2.396	12.624	2.236	1.697	3.253	3.189	7.009	6.54	3.04	8.512	2.363	1.23	1.349	2.45	1.356	1.089	0.768	2.022	1.168	0.874
38.84049	2.926	36.841	32.987	41.554	36.789	1.457	10.693	2.856	4.14	35.392	31.746	41.379	33.844	68.798	14.327	4.603	5.232	36.52	32.423	41.847	35.029	71.627	11.127	3.7	8.015	3.881	12.566	19.969	2.467	12.935	2.198	1.496	3.24	3.34	6.942	6.637	3.112	8.69	2.244	1.275	1.558	2.521	1.401	1.134	0.759	2.012	1.295	0.783
39.00715	3.0	37.175	32.696	41.45	36.416	1.533	11.011	2.959	4.132	36.488	31.863	41.112	34.07	68.683	14.806	4.624	5.115	36.634	32.786	41.906	34.601	71.594	11.416	3.611	8.387	3.844	12.8	19.846	2.461	12.761	2.219	1.516	3.258	3.332	7.179	6.71	3.105	8.572	2.319	1.351	1.388	2.323	1.422	1.155	0.562	2.061	1.235	0.778
39.17377	3.0	37.502	33.295	41.723	36.416	1.615	11.093	3.232	4.132	35.535	31.89	41.357	34.097	69.201	15.215	4.624	5.224	36.988	33.031	42.315	35.037	71.893	11.198	3.829	8.468	3.871	13.045	20.418	2.461	13.115	2.382	1.597	3.258	3.25	7.478	6.792	2.969	8.681	2.347	1.351	1.551	2.241	1.34	1.046	0.753	2.142	1.289	0.669
39.34052	2.886	38.189	32.533	41.788	36.611	1.631	11.311	3.032	4.155	36.468	32.383	41.724	34.482	69.601	15.25	4.644	5.249	36.973	32.951	42.137	35.151	72.322	11.611	3.687	8.444	3.955	13.432	21.224	2.536	13.311	2.457	1.646	3.258	3.466	7.476	7.198	3.152	8.789	2.284	1.152	1.407	2.535	1.414	1.174	0.799	2.079	1.39	0.877
39.5071	2.941	37.589	33.079	41.87	36.965	1.604	11.202	2.896	4.237	36.55	32.192	41.342	34.373	69.301	15.277	4.726	5.167	36.973	33.196	42.137	35.369	72.049	12.047	3.851	8.771	3.901	13.95	21.387	2.481	13.474	2.539	1.701	3.258	3.275	7.722	6.98	3.071	8.843	2.284	1.234	1.407	2.29	1.359	1.065	0.717	2.079	1.308	1.013
39.67381	2.996	38.526	33.885	41.794	37.059	1.748	11.551	2.956	4.155	36.45	32.099	41.944	34.659	69.157	15.509	4.593	5.302	37.385	33.212	41.895	35.272	72.448	12.337	3.689	8.817	3.92	14.21	21.581	2.539	13.572	2.379	1.594	3.254	3.437	7.937	7.169	3.102	8.976	2.48	1.429	1.494	2.319	1.419	1.124	0.777	2.057	1.232	0.775
39.84051	3.084	38.21	33.288	42.247	36.794	1.637	11.73	3.229	4.244	36.216	32.048	41.638	34.611	69.798	15.807	4.869	5.257	37.078	33.597	42.377	35.443	72.41	12.248	3.858	9.19	3.965	14.834	21.947	2.624	13.294	2.573	1.626	3.348	3.365	8.003	7.07	3.132	9.043	2.427	1.294	1.413	2.461	1.42	1.235	0.723	2.249	1.423	0.773
40.00716	2.957	38.131	33.895	41.919	36.663	1.759	12.142	3.241	4.252	36.573	32.6	41.554	34.726	70.095	16.513	4.961	5.4	37.921	33.713	42.376	35.503	72.353	12.303	3.949	9.246	4.022	14.887	22.401	2.471	13.839	2.474	1.717	3.353	3.426	8.145	7.104	3.115	9.075	2.52	1.224	1.397	2.334	1.404	1.137	0.79	2.016	1.326	0.868
40.17385	2.974	38.254	33.163	42.215	36.099	1.82	12.391	3.169	4.435	37.189	33.098	42.372	35.17	69.943	16.667	4.894	5.504	37.621	33.773	42.565	35.622	72.885	12.859	3.994	9.609	4.11	15.476	22.982	2.485	13.823	2.598	1.842	3.461	3.558	8.662	7.262	3.237	9.237	2.45	1.18	1.462	2.486	1.442	1.12	0.745	2.053	1.363	0.903
40.34046	3.041	38.895	33.917	41.952	36.333	2.0	12.535	3.212	4.42	37.066	32.895	41.999	34.886	70.094	16.889	4.962	5.488	37.767	33.489	43.339	35.991	73.035	12.81	3.897	9.861	3.926	15.67	23.307	2.553	14.047	2.557	1.664	3.443	3.459	8.644	7.3	3.224	9.356	2.464	1.304	1.613	2.444	1.457	1.162	0.705	2.013	1.405	0.7
40.50713	3.064	38.958	33.946	42.401	36.556	1.798	12.647	3.148	4.361	37.511	33.582	42.778	34.999	70.742	17.117	5.174	5.513	37.808	34.12	42.998	36.106	73.083	12.979	4.193	10.111	4.202	16.034	23.735	2.573	14.108	2.605	1.74	3.498	3.566	8.917	7.434	3.19	9.382	2.621	1.351	1.55	2.384	1.558	1.209	0.724	2.114	1.287	1.045
40.67395	3.095	39.378	34.311	42.466	36.511	1.992	12.98	3.343	4.475	37.658	33.646	42.407	34.954	70.759	17.396	5.177	5.517	38.749	34.54	42.709	36.226	72.854	13.368	4.169	10.609	4.207	16.559	24.344	2.659	14.277	2.581	1.689	3.557	3.488	9.003	7.657	3.248	9.414	2.651	1.326	1.471	2.306	1.616	1.266	0.809	2.145	1.372	0.829
40.84053	2.905	39.578	34.681	42.798	36.333	2.054	13.108	3.321	4.365	37.584	33.496	42.681	35.213	70.612	17.407	5.234	5.488	38.203	34.581	43.202	36.155	73.58	13.52	4.061	11.089	4.144	17.008	24.289	2.662	14.456	2.557	1.664	3.553	3.623	9.162	7.71	3.169	9.629	2.601	1.386	1.504	2.444	1.539	1.326	0.814	2.177	1.351	0.782
41.00732	3.041	39.305	34.599	42.443	36.524	2.054	13.327	3.348	4.365	37.147	33.577	42.245	35.022	70.776	17.789	5.234	5.569	38.858	34.472	43.175	36.564	73.062	13.765	4.224	11.225	4.144	17.008	25.217	2.58	14.211	2.775	1.719	3.553	3.486	9.463	7.819	3.251	9.601	2.628	1.249	1.422	2.444	1.511	1.162	0.787	2.013	1.351	0.727
41.17392	3.052	39.855	34.71	43.351	36.444	2.227	13.67	3.439	4.432	37.862	33.716	42.443	35.679	71.046	17.863	5.245	5.582	38.074	34.665	43.127	36.786	73.687	13.864	4.236	11.761	4.323	18.009	25.46	2.59	14.555	2.785	1.757	3.539	3.608	9.64	7.941	3.234	9.724	2.693	1.259	1.541	2.455	1.548	1.254	0.714	2.378	1.415	0.818
41.34056	3.08	39.609	35.584	43.159	36.608	2.39	13.779	3.412	4.459	38.053	34.098	42.88	35.652	71.674	18.109	5.409	5.582	38.893	34.938	43.237	36.731	73.277	14.219	4.236	12.253	4.16	18.419	25.869	2.59	14.91	2.758	1.839	3.484	3.553	9.749	8.023	3.234	9.724	2.802	1.259	1.513	2.455	1.548	1.39	0.742	2.214	1.497	0.627
41.50728	3.232	40.533	34.353	43.153	36.824	2.464	14.227	3.512	4.502	38.921	34.396	42.872	35.431	71.158	18.335	5.371	5.679	38.94	35.29	43.83	36.755	75.327	13.984	4.334	13.272	4.172	18.318	25.626	2.635	14.402	2.72	1.664	3.553	3.595	10.036	8.037	3.169	9.929	2.71	1.331	1.504	2.39	1.621	1.244	0.787	2.123	1.514	0.727
41.67399	3.15	40.669	34.408	43.235	36.606	2.245	14.255	3.594	4.447	38.867	34.26	42.927	35.568	71.54	18.772	5.48	5.679	39.159	35.7	43.503	36.974	73.389	14.666	4.497	14.282	4.335	19.218	26.336	2.635	15.057	2.829	1.746	3.553	3.595	10.227	7.955	3.306	9.874	2.792	1.386	1.586	2.363	1.702	1.299	0.814	2.095	1.433	0.782
41.84057	3.091	40.816	35.313	43.466	36.883	2.481	14.286	3.504	4.553	38.822	34.565	42.86	35.709	71.261	19.057	5.42	5.594	39.584	35.841	43.927	36.871	73.848	14.537	4.439	15.112	4.202	19.34	26.413	2.683	15.091	2.878	1.822	3.634	3.62	10.31	8.391	3.272	9.874	2.785	1.433	1.632	2.466	1.613	1.181	0.614	2.142	1.287	0.908
42.00734	3.178	40.942	35.363	44.135	36.769	2.546	14.746	3.484	4.42	38.867	34.178	43.118	35.54	72.141	19.345	5.671	5.651	39.186	35.536	43.857	37.301	74.154	14.993	4.47	16.165	4.226	19.628	26.09	2.662	15.466	2.829	1.828	3.635	3.759	10.554	8.256	3.333	9.847	2.765	1.249	1.668	2.39	1.593	1.244	0.705	2.095	1.323	0.727
42.17403	3.184	40.957	36.381	43.938	36.585	2.599	14.985	3.54	4.619	39.265	34.595	43.277	35.958	72.706	19.678	5.841	5.716	39.674	35.461	44.098	37.503	74.72	14.992	4.505	17.591	4.436	20.481	26.684	2.748	15.3	2.943	2.024	3.73	3.66	10.899	8.377	3.254	10.133	2.795	1.442	1.833	2.587	1.704	1.218	0.842	2.124	1.543	0.835
42.34068	3.064	41.362	35.176	43.876	36.747	2.836	15.242	3.613	4.553	39.943	35.166	43.16	36.037	71.917	19.931	5.748	5.704	40.267	35.759	44.364	37.527	74.75	15.302	4.493	18.308	4.339	21.144	26.905	2.737	15.283	2.96	1.904	3.716	3.62	11.048	8.391	3.326	10.038	2.812	1.405	1.714	2.412	1.613	1.209	0.806	2.196	1.588	0.744
42.50735	3.129	42.215	36.272	43.801	36.859	2.681	15.314	3.54	4.564	40.523	35.033	42.812	36.04	72.16	20.115	5.868	5.689	40.713	36.391	44.7	37.886	74.912	15.593	4.532	19.068	4.436	21.083	26.985	2.748	15.273	2.971	1.833	3.73	3.742	11.363	8.568	3.364	10.079	2.959	1.415	1.696	2.477	1.622	1.355	0.76	2.124	1.379	0.89
42.67395	3.118	42.127	35.859	44.04	36.911	3.11	15.625	3.749	4.798	39.642	36.068	43.242	35.955	72.326	20.204	5.748	5.786	40.732	36.306	44.583	37.527	74.34	15.985	4.521	20.44	4.284	21.635	26.796	2.683	15.747	3.042	1.904	3.662	3.566	11.512	8.609	3.354	10.147	3.031	1.514	1.523	2.548	1.722	1.318	0.833	2.278	1.424	0.881
42.84061	3.236	42.536	36.465	44.502	37.052	3.231	15.816	3.733	4.615	39.942	35.334	43.348	35.987	73.25	20.498	5.893	5.819	40.453	36.638	44.797	37.748	75.481	15.845	4.665	21.494	4.395	21.627	27.245	2.72	15.827	3.079	1.913	3.721	3.845	11.978	8.86	3.418	10.343	2.932	1.471	1.671	2.394	1.706	1.247	0.654	2.18	1.436	0.785
43.00739	3.282	42.674	36.351	44.368	36.911	3.301	16.144	3.859	4.689	40.571	35.549	43.598	36.174	72.19	21.024	5.83	5.922	40.896	36.278	44.665	37.691	74.832	16.04	4.821	22.407	4.448	22.783	27.369	2.765	15.993	3.042	1.904	3.744	3.784	11.949	8.719	3.354	10.366	2.867	1.433	1.823	2.63	1.64	1.263	0.833	2.142	1.424	0.826
43.17397	3.189	43.023	36.212	44.279	37.372	3.264	16.318	3.658	4.677	40.975	34.972	44.163	36.226	72.903	21.495	5.982	5.937	41.433	36.276	44.984	37.66	75.271	16.786	4.673	23.612	4.351	22.925	27.344	2.809	15.921	3.086	1.92	3.785	3.772	12.152	8.76	3.343	10.352	2.884	1.423	1.677	2.565	1.794	1.308	0.742	2.214	1.578	0.872
43.34064	3.275	43.525	36.304	44.891	37.164	3.431	16.351	3.77	4.763	40.631	35.802	43.383	36.181	72.893	21.256	6.014	5.996	41.391	36.668	45.379	37.698	75.616	16.574	4.813	24.522	4.356	23.123	27.762	2.84	16.063	3.281	2.17	3.953	3.803	12.349	8.874	3.401	10.52	2.942	1.344	1.708	2.541	1.852	1.393	0.827	2.135	1.5	0.875
43.50744	3.189	43.432	36.157	44.415	37.236	3.783	16.646	3.822	4.623	41.166	35.628	43.371	36.171	72.684	21.604	6.201	5.91	42.198	36.931	45.394	37.742	74.725	16.977	4.809	26.48	4.433	24.235	27.753	2.727	16.33	3.277	2.303	3.812	3.717	12.808	8.951	3.398	10.434	3.102	1.505	1.896	2.537	1.794	1.39	0.824	2.132	1.606	0.736
43.67402	3.177	43.996	36.443	44.844	37.631	3.796	17.106	3.862	4.72	41.621	35.559	43.254	36.648	72.453	21.769	6.025	5.79	42.848	37.108	45.496	38.057	75.532	17.221	4.852	29.056	4.426	24.211	27.733	2.85	16.518	3.018	1.853	3.912	3.707	12.829	9.133	3.412	10.616	3.034	1.6	1.635	2.415	1.889	1.567	0.809	2.281	1.536	1.048
43.84081	3.2	44.204	36.542	44.887	37.867	3.957	17.21	3.859	4.771	42.183	35.904	43.598	36.365	72.736	22.226	6.212	5.922	42.754	36.852	45.184	37.773	76.526	17.624	4.931	30.44	4.448	24.45	27.97	2.847	16.512	3.206	2.068	3.907	3.948	13.343	9.265	3.572	10.694	3.222	1.433	2.151	2.63	1.94	1.427	0.669	2.196	1.615	0.744
44.00751	3.2	44.668	36.679	44.832	37.84	3.984	17.456	3.831	4.717	42.675	35.767	43.679	36.556	73.611	22.363	6.185	5.95	42.727	37.453	45.73	37.445	75.761	17.788	5.149	30.467	4.585	24.75	28.107	2.983	16.594	3.206	1.849	3.962	3.866	13.316	9.211	3.435	10.803	2.949	1.487	1.687	2.63	1.858	1.318	0.888	2.306	1.451	0.908
44.17402	3.259	45.008	36.771	45.418	37.768	4.151	17.653	3.944	4.857	42.523	36.188	43.609	36.266	73.054	22.807	6.298	5.954	43.313	37.3	45.851	37.619	75.177	17.904	5.016	31.187	4.535	25.195	28.307	2.85	16.518	3.346	2.072	4.076	3.816	13.758	9.352	3.412	10.698	3.116	1.49	1.826	2.552	1.862	1.43	0.672	2.199	1.536	0.911
44.3409	3.341	45.691	36.689	45.5	38.369	4.561	17.79	3.944	4.802	42.933	36.106	43.719	36.73	73.382	22.725	6.298	6.091	42.766	37.792	46.015	37.783	75.915	18.232	4.989	30.777	4.535	25.906	28.471	2.741	16.764	3.455	1.853	3.912	3.898	14.223	9.625	3.439	10.726	2.979	1.49	1.69	2.552	1.889	1.266	0.973	2.227	1.536	0.829
44.5075	3.376	45.988	37.311	45.031	38.144	4.677	18.075	3.951	4.783	43.229	36.044	43.879	36.641	73.745	23.314	6.388	6.126	43.365	37.73	46.121	37.667	75.294	18.327	5.024	31.124	4.6	26.687	28.652	2.857	16.776	3.271	1.997	4.085	3.906	14.152	9.361	3.446	10.954	3.15	1.442	1.641	2.505	1.95	1.41	0.815	2.151	1.625	0.972
44.67417	3.129	45.086	37.037	45.277	38.581	4.978	18.184	4.142	4.892	43.12	36.755	43.797	36.806	73.499	23.451	6.47	6.181	44.268	37.621	46.039	37.968	76.224	18.655	5.161	31.124	4.682	26.851	28.899	2.775	16.94	3.299	2.161	4.058	3.824	14.644	9.552	3.5	11.063	3.15	1.606	1.696	2.559	1.95	1.218	0.815	2.124	1.543	0.808
44.84084	3.247	46.093	36.932	45.301	39.021	5.125	18.646	4.098	4.791	43.608	36.812	44.066	36.782	73.931	23.714	6.505	6.16	43.849	37.515	46.334	37.424	76.08	18.868	4.977	31.568	4.684	26.81	29.592	2.84	17.456	3.335	2.17	4.035	4.022	14.698	9.584	3.511	11.012	3.133	1.508	1.516	2.568	1.961	1.393	0.881	2.299	1.582	0.821
