	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
33.5082	2.286	39.555	34.273	27.013	2.926	16.648	25.539	32.089	2.88	42.26	33.713	31.292	3.196	22.914	25.456	33.301	2.509	40.17	34.242	31.587	3.159	25.673	26.396	33.474	25.577	28.526	31.424	26.551	1.863	2.001	11.045	4.959	25.515	20.287	33.201	27.138	1.836	1.578	6.177	2.645	25.44	7.18	17.013	10.963	1.095	0.893	3.424	1.777
33.67485	2.297	39.893	34.152	27.308	3.002	17.354	25.377	32.322	3.055	42.309	33.038	31.169	3.272	23.561	25.23	32.952	2.553	39.924	34.38	31.529	3.463	26.257	26.041	33.646	26.031	28.658	31.529	26.781	1.939	1.915	11.259	4.941	26.457	20.283	33.209	27.661	1.652	1.395	6.452	2.754	24.823	7.39	17.039	10.984	1.139	1.098	3.535	1.793
33.84153	2.377	40.051	34.252	27.449	3.018	17.577	25.523	32.784	3.036	42.235	33.531	31.468	3.255	24.423	25.99	33.086	2.601	39.823	33.995	31.924	3.251	26.207	26.184	33.648	26.047	28.573	31.047	27.02	2.117	1.898	11.716	5.146	25.693	20.63	33.473	27.574	1.701	1.377	6.818	2.834	26.008	7.464	17.13	11.082	1.187	0.921	3.612	1.77
34.00821	2.319	40.018	34.723	27.607	3.154	17.76	25.962	32.464	3.081	42.669	33.312	31.604	3.296	25.542	25.981	33.228	2.477	40.309	34.951	32.225	3.357	27.203	26.206	33.406	26.357	28.925	31.546	26.883	2.157	1.841	11.656	5.199	26.003	20.664	33.419	27.798	1.641	1.452	6.808	2.778	25.765	7.324	17.285	11.254	1.226	0.857	3.432	1.628
34.1749	2.216	40.417	34.637	27.719	3.246	18.301	26.303	32.282	3.172	42.774	33.845	31.844	3.192	26.241	26.451	33.37	2.634	40.449	34.735	32.14	3.351	27.576	26.189	33.677	25.852	29.102	31.785	27.516	2.054	1.965	12.166	5.451	25.824	20.812	33.594	27.813	1.57	1.316	6.962	2.674	25.651	7.478	17.402	11.308	1.058	0.917	3.426	1.718
34.34171	2.302	40.338	34.563	28.04	3.105	18.73	25.848	32.406	3.061	43.309	33.675	32.0	3.278	25.98	26.546	32.972	2.623	40.63	35.343	31.873	3.372	28.353	26.837	33.862	25.365	29.261	31.647	27.383	2.172	1.953	12.568	5.566	26.344	20.816	33.554	27.939	1.722	1.499	7.142	2.955	26.236	7.463	17.474	11.482	1.145	1.005	3.737	1.995
34.50826	2.207	40.74	34.898	28.439	3.14	18.899	26.116	32.059	3.065	43.094	34.108	32.237	3.314	26.606	26.035	33.275	2.626	40.706	34.379	31.85	3.342	28.557	26.651	33.743	25.958	29.367	31.56	27.034	2.175	1.924	12.833	5.537	25.604	21.084	33.759	27.558	1.822	1.437	7.146	2.861	26.374	7.499	17.675	11.487	1.212	0.943	3.903	1.707
34.67504	2.297	40.802	34.931	28.444	3.165	19.042	25.994	31.77	3.087	43.348	34.337	32.175	3.272	27.003	26.334	33.634	2.65	40.866	34.575	32.275	3.366	29.537	26.853	34.004	25.934	29.633	31.951	27.3	2.134	2.045	12.947	5.558	25.97	21.257	33.696	28.213	1.749	1.59	7.361	3.047	25.765	7.65	17.656	11.601	1.139	1.195	3.6	1.89
34.84165	2.237	40.858	34.758	28.69	3.138	19.932	25.555	32.666	3.159	43.536	34.26	32.422	3.181	27.605	26.059	33.232	2.558	40.825	34.856	32.198	3.339	29.653	26.48	34.057	26.405	29.521	32.037	27.48	2.237	1.856	13.933	5.631	26.051	21.401	34.236	28.231	1.755	1.499	7.531	2.955	26.041	7.658	17.636	11.612	1.307	0.94	3.737	1.8
35.0083	2.415	41.015	34.792	28.895	2.991	20.638	26.578	32.349	3.075	43.622	34.037	32.558	3.196	27.877	26.786	33.074	2.607	41.046	34.826	32.495	3.322	29.793	26.818	33.896	25.869	29.661	31.781	26.941	2.253	1.936	13.283	5.64	26.585	21.52	33.947	28.176	1.739	1.383	7.312	2.84	26.122	7.569	17.727	11.644	1.128	0.893	3.781	1.777
35.17502	2.288	40.929	34.738	29.099	3.156	21.002	26.326	32.78	3.143	43.635	34.047	32.762	3.393	29.054	26.795	33.181	2.707	41.22	34.642	32.537	3.454	31.586	26.632	33.388	25.877	29.573	32.375	27.631	2.32	1.907	14.165	5.936	26.302	21.527	33.99	28.185	1.709	1.483	7.836	3.005	25.935	7.54	17.896	11.812	1.228	0.896	3.915	1.781
35.34169	2.31	41.283	35.114	29.335	3.243	20.798	26.588	33.248	3.103	44.029	33.998	32.842	3.385	29.419	27.515	33.263	2.729	41.738	35.505	32.715	3.478	32.053	26.701	33.504	25.974	30.036	32.068	27.247	2.376	2.06	14.469	5.642	25.491	21.618	33.942	28.291	1.73	1.508	7.446	3.062	26.488	7.669	17.981	11.791	1.218	1.012	3.942	1.942
35.50834	2.546	41.449	34.755	29.331	3.284	21.892	26.352	32.822	3.211	44.165	34.321	32.807	3.393	29.966	27.217	33.391	2.737	41.806	34.918	32.811	3.487	32.083	27.41	33.828	26.487	30.063	32.131	27.761	2.287	2.036	14.031	5.914	26.101	21.933	33.972	28.384	1.673	1.614	7.654	3.071	25.374	7.812	18.066	12.002	1.129	0.922	3.953	1.823
35.67511	2.432	41.443	36.122	29.47	3.235	22.564	27.017	33.154	3.256	44.381	33.903	32.617	3.506	30.626	27.326	34.044	2.753	41.799	34.758	32.685	3.664	32.901	27.455	33.96	26.015	29.846	32.264	28.0	2.367	2.018	15.102	6.248	26.051	21.856	34.431	28.654	1.722	1.434	7.856	3.15	26.268	7.755	18.124	11.969	1.112	1.005	4.192	1.735
35.8417	2.346	41.523	35.547	29.8	3.116	22.398	26.954	33.811	3.334	44.562	34.626	32.983	3.518	30.566	27.264	33.013	2.764	42.367	35.515	33.018	3.546	32.551	27.685	34.718	26.34	30.37	32.306	27.841	2.639	2.127	15.743	6.167	25.629	22.178	34.537	28.463	1.863	1.511	8.133	3.13	26.496	7.869	18.15	12.186	1.383	1.015	4.043	1.816
36.00845	2.343	41.674	35.309	29.823	3.243	22.846	26.848	32.793	3.299	44.322	34.811	33.07	3.417	31.629	27.483	33.783	2.729	42.518	35.212	33.203	3.576	33.061	27.611	34.382	26.364	30.263	32.555	27.832	2.441	2.125	15.64	6.098	26.174	22.236	34.462	28.681	1.958	1.443	8.259	3.159	26.163	7.8	18.306	12.148	1.218	1.012	4.137	1.844
36.17512	2.402	41.747	35.288	30.194	3.335	23.643	27.123	33.293	3.292	44.849	34.465	33.31	3.476	32.033	27.14	33.145	2.723	42.429	35.386	33.053	3.537	33.204	27.691	35.173	26.51	30.407	32.437	28.074	2.63	2.021	16.018	6.285	25.669	22.221	34.441	28.858	1.822	1.599	8.348	3.251	26.276	7.857	18.293	12.43	1.245	1.008	4.195	1.837
36.34179	2.443	42.043	35.222	29.93	3.344	23.829	26.921	34.103	3.334	45.18	34.919	33.34	3.518	32.777	27.199	33.565	2.797	42.335	35.092	33.181	3.579	34.632	27.913	34.718	26.243	30.533	32.566	27.906	2.476	2.062	16.784	6.297	25.824	22.373	34.57	29.146	1.928	1.413	8.621	3.162	26.399	7.869	18.411	12.251	1.221	1.112	4.108	2.043
36.50848	2.408	42.031	35.894	30.213	3.373	24.244	27.238	33.801	3.396	45.135	34.941	33.688	3.417	32.735	27.775	33.588	2.761	42.42	35.537	33.268	3.673	33.744	27.871	36.3	26.332	30.751	32.588	28.092	2.571	2.027	17.103	6.455	26.174	22.431	35.015	29.071	1.828	1.605	8.844	3.127	25.935	8.157	18.534	12.473	1.25	1.11	4.397	1.942
36.67511	2.497	42.158	35.862	30.574	3.43	24.903	27.277	34.551	3.386	45.128	34.78	33.397	3.571	33.062	27.651	34.174	2.786	42.514	35.408	33.53	3.567	34.331	27.162	35.487	25.82	30.788	32.849	27.87	2.562	2.051	17.376	6.735	25.954	22.701	35.113	29.043	1.95	1.531	9.123	3.215	25.489	7.95	18.676	12.521	1.145	1.135	4.192	2.028
36.84191	2.5	42.267	35.678	30.682	3.368	25.561	27.026	34.886	3.389	45.401	34.985	33.537	3.606	33.365	27.757	33.795	2.756	42.689	35.581	33.378	3.472	34.114	27.659	35.595	26.803	30.7	32.73	27.911	2.63	2.151	17.675	6.739	26.384	22.611	34.831	29.118	1.855	1.697	8.933	3.056	25.302	8.019	18.683	12.43	1.245	1.105	4.39	1.934
37.00853	2.491	42.523	35.971	30.588	3.359	26.738	26.611	34.855	3.38	45.589	35.441	33.799	3.695	34.147	27.341	34.576	2.845	42.944	35.647	33.444	3.528	34.57	28.119	36.017	26.486	30.996	33.088	28.372	2.654	2.11	17.851	6.565	25.84	22.816	34.767	29.284	1.912	1.525	9.179	3.404	26.349	8.007	18.76	12.51	1.139	1.0	4.282	1.922
37.17518	2.424	42.543	35.733	31.0	3.324	26.73	27.382	34.78	3.409	45.738	35.171	33.789	3.659	34.039	27.754	34.955	2.94	42.867	35.766	33.596	3.623	34.463	27.558	36.85	26.218	30.792	32.785	27.941	2.651	2.139	18.559	6.755	26.351	22.905	34.692	29.405	2.006	1.522	9.597	3.401	26.114	8.1	18.786	12.699	1.201	0.998	4.311	1.886
37.3419	2.491	42.556	35.938	30.88	3.424	27.16	26.968	35.05	3.412	45.589	35.084	34.026	3.662	33.952	27.633	35.128	2.78	43.042	35.452	33.802	3.723	35.09	28.054	36.244	26.193	31.191	33.51	28.534	2.719	2.207	19.052	6.922	26.067	22.88	34.995	29.382	1.847	1.59	9.017	3.404	25.505	8.104	18.857	12.738	1.366	0.935	4.574	1.987
37.50863	2.432	42.58	35.96	30.997	3.365	27.469	27.44	35.883	3.516	46.103	35.202	33.819	3.571	35.174	28.138	35.474	3.045	42.904	35.798	33.725	3.664	35.013	28.04	36.656	26.047	31.373	33.499	28.552	2.66	2.311	19.845	7.125	26.084	23.123	35.21	29.336	2.015	1.499	9.481	3.313	26.171	8.015	19.001	12.846	1.209	1.005	4.419	1.833
37.67527	2.586	42.706	36.187	31.292	3.454	28.58	27.999	35.592	3.701	45.965	35.171	34.211	3.562	34.688	27.819	35.637	2.972	43.419	35.863	33.954	3.72	35.599	28.5	36.33	26.218	31.344	33.305	28.46	2.748	2.302	20.247	7.047	25.961	23.165	35.146	29.47	2.006	1.522	9.662	3.531	25.464	8.133	19.078	12.894	1.234	1.03	4.701	1.919
37.84193	2.63	43.014	35.808	31.396	3.465	28.81	27.091	35.633	3.324	46.343	34.563	34.122	3.704	34.242	27.855	35.777	2.886	43.403	35.516	33.995	3.667	35.121	28.178	36.993	26.055	31.317	32.925	28.464	2.663	2.216	20.632	7.162	26.059	23.293	35.513	29.833	2.017	1.599	9.713	3.348	25.529	8.214	19.203	12.949	1.212	0.943	4.618	1.837
38.00864	2.391	42.771	36.252	31.779	3.454	29.165	27.09	36.176	3.506	46.258	35.236	34.405	3.692	35.11	27.657	36.156	2.777	43.614	36.123	34.018	3.752	35.599	27.656	36.85	26.575	31.571	33.272	28.752	2.748	2.204	21.415	7.697	25.961	23.392	35.763	29.6	2.006	1.619	9.792	3.531	26.503	8.198	19.175	12.992	1.234	1.03	4.571	2.016
38.17535	2.597	42.982	36.1	31.591	3.628	29.298	27.351	35.991	3.682	46.441	35.505	34.545	3.509	34.827	28.147	36.394	2.983	43.761	35.678	34.45	3.765	35.803	27.561	37.967	26.055	31.61	33.542	28.789	2.825	2.249	21.639	7.357	26.092	23.488	35.806	29.54	2.147	1.599	10.005	3.413	26.081	8.311	19.17	13.242	1.212	0.943	4.78	1.902
38.34202	2.44	43.137	36.219	32.131	3.568	29.77	27.108	36.239	3.624	46.825	35.493	34.37	3.612	35.27	28.263	36.091	3.086	43.623	36.61	34.406	3.836	36.442	28.554	38.056	26.072	31.596	33.433	28.872	2.766	2.32	22.89	7.723	26.011	23.634	35.6	30.014	2.153	1.605	10.502	3.517	25.74	8.32	19.477	13.123	1.25	1.012	4.788	1.942
38.50863	2.603	43.234	36.35	32.034	3.568	30.031	27.53	36.629	3.689	46.825	35.819	34.728	3.807	35.563	28.166	36.319	2.956	43.786	36.122	34.309	3.771	35.5	28.554	37.698	26.072	31.921	33.531	29.067	2.929	2.32	22.955	7.853	25.913	23.731	35.827	30.014	2.055	1.443	10.697	3.647	25.805	8.352	19.607	13.221	1.38	1.012	5.275	2.039
38.67539	2.532	43.209	36.49	32.046	3.465	30.76	27.188	36.705	3.584	46.928	35.505	34.545	3.704	34.86	27.887	37.174	2.951	43.956	36.198	34.45	3.765	35.803	27.691	38.487	26.413	31.87	33.607	28.951	2.858	2.444	23.817	7.649	26.709	23.976	35.383	30.093	2.212	1.697	10.655	3.738	26.081	8.311	19.495	13.209	1.212	0.943	4.91	2.032
38.84204	2.695	43.404	36.685	32.209	3.465	30.825	27.611	37.583	3.812	47.383	35.408	34.707	3.801	34.73	28.082	37.077	3.048	44.281	36.686	34.353	3.83	35.738	28.081	38.78	25.536	31.902	33.444	28.789	2.923	2.314	24.857	7.909	26.254	24.171	35.871	29.898	2.017	1.697	10.98	3.641	25.919	8.344	19.658	13.307	1.31	1.008	4.975	2.097
39.00864	2.606	43.929	35.938	32.564	3.571	31.308	27.734	37.973	3.725	46.936	36.089	35.291	3.713	35.509	27.687	37.468	3.057	44.091	36.198	34.709	3.774	35.868	28.108	38.88	26.275	32.126	34.029	29.467	2.964	2.323	25.369	7.825	25.629	24.129	36.001	30.414	2.123	1.641	11.157	3.552	26.269	8.356	19.581	13.422	1.318	1.015	5.019	1.946
39.17545	2.618	43.712	36.771	32.591	3.519	31.34	28.096	37.734	3.798	47.361	36.015	35.185	3.789	35.597	28.306	37.584	2.972	44.133	36.156	34.733	3.752	35.599	28.305	38.505	26.023	32.253	33.694	29.207	3.138	2.237	25.96	8.314	26.254	24.171	36.12	30.541	2.136	1.814	10.928	3.628	26.114	8.327	19.76	13.381	1.201	0.998	5.285	2.081
39.34214	2.603	43.592	36.837	32.619	3.764	31.461	27.758	37.767	3.819	47.443	35.981	35.248	3.71	35.758	28.588	38.139	3.054	44.501	36.773	34.666	3.836	35.825	28.066	39.454	25.649	32.377	34.506	29.36	3.156	2.255	27.051	8.211	25.978	24.284	35.892	29.949	2.153	1.605	11.445	3.712	25.838	8.352	19.802	13.449	1.153	0.915	5.21	2.039
39.50877	2.532	43.892	36.783	32.729	3.725	31.832	28.001	38.46	3.714	47.741	35.668	35.324	3.801	35.964	28.18	38.084	3.146	44.476	36.393	35.035	3.732	36.486	28.081	39.495	26.12	32.162	33.932	29.179	3.118	2.346	26.384	8.527	25.702	24.463	36.163	30.515	2.147	1.794	11.63	3.803	25.724	8.506	19.69	13.502	1.505	1.138	5.268	2.097
39.67541	2.627	44.107	36.707	32.816	3.56	32.895	27.505	38.287	3.809	47.305	36.177	35.054	3.896	35.564	28.171	38.787	3.078	44.593	36.448	35.154	3.924	36.865	28.949	40.165	26.015	32.38	33.791	29.559	3.05	2.343	27.155	8.522	25.596	24.553	36.542	30.278	2.242	1.726	11.95	3.8	25.716	8.437	19.943	13.658	1.242	0.94	5.166	2.125
39.8421	2.589	44.179	36.393	33.088	3.717	32.745	27.39	38.622	3.867	47.602	36.351	35.228	3.954	36.322	28.055	38.602	3.137	44.86	37.141	34.938	3.853	36.161	28.314	39.946	25.836	32.62	34.062	29.606	3.303	2.435	27.04	8.545	25.775	24.472	36.229	30.583	2.139	1.687	12.297	3.891	25.7	8.494	19.994	13.647	1.236	1.13	5.094	2.085
40.00885	2.822	44.594	36.902	33.011	3.755	32.667	27.992	38.871	3.776	47.889	35.95	35.346	3.961	36.636	28.171	38.722	3.143	44.691	36.578	35.317	3.924	36.67	28.234	39.743	25.625	32.575	33.791	29.559	3.115	2.506	27.642	8.522	25.401	24.65	36.25	30.863	2.209	1.694	12.112	3.8	25.586	8.535	20.105	13.691	1.307	0.94	5.264	2.093
40.17552	2.724	44.302	36.999	33.011	3.625	33.252	27.602	39.391	4.003	47.922	35.852	35.541	3.961	35.856	28.398	38.982	3.078	44.983	37.26	35.057	4.054	36.67	28.429	40.522	26.21	32.672	34.668	29.819	3.244	2.441	28.39	8.847	25.954	24.747	36.185	30.603	2.242	1.629	12.534	3.735	25.683	8.6	20.138	13.658	1.372	0.94	5.654	2.19
40.3422	2.822	44.594	36.902	33.206	3.625	32.765	27.7	39.489	3.873	47.824	36.274	35.606	3.961	36.961	28.398	39.632	3.175	45.08	37.13	34.959	3.924	37.222	28.462	40.782	25.722	32.672	34.181	29.917	3.309	2.343	28.747	8.912	26.084	24.942	36.185	30.7	2.339	1.726	12.534	3.8	25.683	8.632	20.333	13.756	1.242	1.103	5.654	2.125
40.5088	2.603	44.534	36.935	33.334	3.829	33.639	28.083	40.01	3.721	47.963	36.436	35.671	3.905	36.571	28.621	39.537	3.086	45.281	36.707	35.186	3.933	37.548	28.814	40.917	25.487	32.669	34.539	30.043	3.351	2.45	28.416	9.219	25.718	25.064	36.738	30.827	2.25	1.703	13.005	3.939	25.61	8.612	20.257	13.871	1.38	1.142	5.73	2.007
40.67564	2.692	44.659	36.902	33.336	3.852	33.869	27.602	40.236	3.971	48.117	36.144	35.639	4.058	36.571	28.171	40.022	3.175	45.178	36.643	35.219	4.054	36.897	28.689	41.237	25.365	33.062	34.279	29.819	3.309	2.311	29.332	9.139	25.954	25.235	36.607	30.96	2.307	1.726	12.989	4.092	25.813	8.502	20.3	13.853	1.242	1.038	5.849	2.223
40.84223	2.792	44.899	37.433	33.541	3.758	33.392	27.643	40.02	4.007	48.423	36.805	35.714	3.899	36.484	28.342	40.456	3.146	45.451	37.368	35.75	3.96	38.013	28.861	42.192	25.568	32.779	34.517	29.861	3.248	2.541	28.756	9.144	25.702	25.243	36.456	30.905	2.245	1.794	13.807	3.836	25.497	8.636	20.34	13.989	1.31	1.105	5.853	2.194
41.00897	2.683	44.686	36.966	33.695	3.844	33.937	27.999	40.559	3.863	48.368	36.437	35.899	3.886	38.065	28.955	40.376	3.167	45.529	37.13	35.479	3.915	37.352	28.142	41.817	25.244	33.032	34.149	30.213	3.3	2.497	29.272	9.677	25.377	25.243	36.705	30.866	2.201	1.814	13.298	3.92	25.107	8.685	20.474	14.063	1.234	1.03	5.512	2.016
41.17557	2.621	44.861	36.847	33.737	3.814	34.044	28.429	40.895	3.899	48.576	36.545	35.812	3.954	37.361	28.575	40.615	3.072	45.51	36.848	35.523	3.95	37.785	28.444	42.641	25.317	33.107	34.387	29.8	3.303	2.5	29.573	9.617	25.84	25.348	36.813	30.941	2.334	1.687	14.05	3.923	25.505	8.689	20.319	14.134	1.366	1.033	5.841	1.987
41.34235	2.716	45.076	37.096	34.117	3.811	34.132	28.031	40.656	3.961	48.563	36.437	36.223	3.886	38.065	29.053	41.318	2.972	45.497	36.837	35.479	4.045	37.741	28.5	42.304	25.796	32.935	34.766	29.824	3.495	2.529	30.051	9.515	25.669	25.47	36.867	31.255	2.428	1.684	14.174	3.985	25.497	8.717	20.474	14.063	1.201	1.03	5.934	2.276
41.509	2.822	45.114	37.194	33.953	3.917	34.389	27.732	41.73	3.906	48.767	36.502	36.223	3.896	37.481	29.145	40.867	3.338	45.828	36.545	35.869	4.119	37.58	28.657	43.349	25.755	33.159	34.993	29.949	3.439	2.441	29.981	9.984	25.791	25.592	36.835	31.285	2.339	1.791	14.776	4.027	25.781	8.795	20.593	14.146	1.404	1.005	6.044	2.028
41.67566	2.742	45.353	37.781	34.113	3.935	35.101	28.174	41.639	3.926	48.785	36.924	36.224	4.174	37.351	28.616	41.849	3.29	45.905	37.326	35.804	4.073	38.069	29.037	43.751	25.511	33.219	34.636	30.071	3.426	2.556	30.233	10.144	26.133	25.674	36.673	31.312	2.324	1.745	15.397	4.144	25.374	8.657	20.766	14.182	1.389	1.117	5.937	2.311
41.84235	2.911	45.368	37.193	34.182	3.844	35.073	28.193	42.117	4.058	48.757	36.535	36.418	4.049	37.805	28.144	42.097	3.264	46.179	36.643	35.772	4.012	37.774	28.759	43.083	24.919	33.227	34.538	30.311	3.495	2.594	29.856	10.067	25.734	25.86	37.094	31.515	2.299	1.814	14.661	4.115	25.562	8.814	20.669	14.323	1.234	1.128	5.934	2.178
42.00901	2.789	45.471	37.584	34.051	3.852	35.039	28.317	42.64	3.906	49.026	36.567	36.451	4.058	38.163	28.463	42.329	3.338	46.25	37.26	35.836	4.119	37.872	29.339	43.869	25.657	33.322	34.896	29.852	3.602	2.636	30.209	10.211	25.369	25.885	37.42	31.545	2.404	1.921	15.361	4.125	25.489	8.795	20.885	14.438	1.307	1.005	6.206	2.288
42.17576	2.907	45.822	38.02	34.547	3.873	35.99	28.118	43.05	4.028	48.994	36.479	36.43	4.177	38.013	28.723	42.87	3.195	46.439	37.337	36.303	4.173	38.145	28.916	43.406	25.291	33.717	35.07	30.178	3.722	2.722	30.665	10.539	26.239	26.073	37.269	31.419	2.424	1.845	15.37	4.148	25.577	8.857	20.871	14.286	1.392	1.12	6.234	2.12
42.3423	2.808	45.926	38.145	34.42	3.903	35.442	28.306	42.774	4.051	49.216	37.357	36.461	4.075	37.426	28.223	42.981	3.226	46.38	37.205	36.107	4.201	38.303	29.228	43.869	25.715	33.467	35.101	30.454	3.683	2.685	30.065	10.771	25.75	25.973	37.17	31.43	2.423	1.808	15.786	4.206	24.767	8.903	20.946	14.505	1.293	1.09	6.218	2.3
42.50904	2.861	45.875	37.711	34.443	3.891	35.109	28.53	43.148	4.037	48.966	37.249	36.71	4.127	38.549	28.997	43.353	3.344	46.295	37.064	36.063	4.026	38.097	28.38	44.562	25.164	33.427	35.057	30.448	3.768	2.576	30.87	10.945	26.398	26.102	37.126	31.812	2.379	1.958	17.058	4.257	25.157	8.789	20.852	14.319	1.217	1.178	6.364	2.155
42.67579	2.976	46.082	38.395	34.539	3.941	35.787	28.096	42.961	4.058	49.277	37.249	36.483	4.178	37.545	28.63	43.428	3.264	46.503	37.032	36.226	4.11	38.326	28.662	44.382	25.244	33.519	35.155	30.473	3.787	2.497	29.889	10.911	26.059	26.184	37.192	31.742	2.428	1.717	16.869	4.277	25.789	8.912	21.091	14.42	1.363	1.128	6.421	2.113
42.84246	2.872	46.218	37.983	34.518	3.935	36.415	28.371	43.423	3.986	49.314	37.13	36.397	4.075	37.491	28.709	43.5	3.258	46.834	37.205	35.653	4.136	38.206	28.514	45.491	25.39	33.759	34.841	30.486	3.878	2.685	30.519	11.063	26.01	26.232	37.235	31.528	2.423	1.808	17.246	4.076	24.864	8.806	21.043	14.343	1.39	1.123	6.608	2.203
43.00907	2.919	46.316	38.331	34.83	4.047	36.014	28.414	44.589	4.003	49.579	36.989	36.938	4.058	37.871	28.593	43.985	3.338	46.9	37.552	36.324	4.119	37.417	28.689	44.941	25.073	33.549	35.188	30.631	3.634	2.636	30.404	11.478	25.661	26.469	37.387	32.0	2.437	1.823	17.213	4.125	25.326	8.795	21.275	14.568	1.242	1.135	6.401	2.19
43.17569	2.922	46.231	38.505	35.263	3.953	36.446	28.066	43.562	4.072	49.593	37.357	36.819	4.159	38.109	29.09	44.388	3.276	47.173	37.628	36.465	4.252	37.526	28.991	45.734	25.276	33.852	35.589	30.609	3.703	2.639	30.998	11.419	26.384	26.38	37.528	31.685	2.505	1.827	17.966	4.29	25.594	8.994	21.185	14.542	1.147	1.008	6.73	2.194
43.34255	2.928	46.648	38.17	34.797	3.926	36.24	28.571	44.822	4.111	49.556	37.216	37.036	4.197	37.611	29.173	43.698	3.444	47.167	37.78	36.584	4.128	37.515	28.814	45.891	24.901	33.839	35.286	30.725	4.002	2.742	30.627	11.592	25.133	26.495	37.615	32.16	2.543	1.8	18.207	4.427	25.025	9.002	21.33	14.651	1.25	1.207	6.608	2.43
43.5092	2.931	46.661	38.669	34.97	4.059	36.153	28.547	44.314	4.017	49.863	37.227	37.112	4.266	37.915	28.825	44.296	3.252	47.18	37.824	36.758	4.164	38.404	29.214	45.481	25.3	33.882	35.883	30.93	4.005	2.713	31.287	12.02	25.792	26.828	37.822	31.942	2.611	2.129	18.669	4.138	25.13	9.039	21.24	14.658	1.253	1.047	6.742	2.401
43.67585	2.928	46.323	38.723	34.992	3.991	36.793	28.246	44.334	4.014	49.719	37.444	37.069	4.295	37.904	29.401	44.641	3.282	47.362	38.073	36.877	4.258	38.523	28.684	45.988	25.292	33.97	35.806	30.725	3.839	2.645	30.887	12.21	25.718	26.69	37.843	32.355	2.51	1.833	19.865	4.492	25.448	9.035	21.297	14.782	1.38	1.045	6.901	2.397
43.84255	2.987	46.946	38.602	35.198	4.18	35.764	28.456	44.407	4.169	49.82	37.422	37.274	4.289	38.207	28.57	44.388	3.341	47.563	38.246	36.822	4.155	38.111	29.186	46.969	25.633	33.949	35.362	30.544	3.897	2.639	30.803	12.394	25.507	26.705	37.691	32.302	2.44	1.989	19.331	4.388	24.294	8.994	21.477	14.769	1.31	1.105	6.99	2.227
44.00922	3.017	46.901	39.046	35.188	4.08	36.923	28.219	45.531	4.101	49.806	37.769	37.263	4.188	37.773	28.886	45.188	3.338	47.452	38.234	36.844	4.249	37.775	29.177	46.76	25.138	34.199	35.578	31.216	4.024	2.701	30.989	12.453	25.596	26.794	37.712	32.13	2.534	1.921	20.104	4.482	25.294	9.087	21.47	14.666	1.372	1.103	6.888	2.223
44.17583	2.87	46.854	38.945	35.286	4.127	36.405	28.492	45.131	4.242	50.176	38.093	37.359	4.461	38.129	29.414	45.207	3.32	47.34	38.265	36.777	4.1	38.098	28.894	46.256	25.285	34.268	35.511	30.866	3.972	2.682	30.899	13.166	25.645	26.808	37.808	32.134	2.615	1.902	20.451	4.494	24.986	9.159	21.458	14.726	1.29	1.088	6.961	2.394
44.34264	3.017	46.998	39.338	35.35	4.047	36.923	28.122	45.824	4.263	50.196	37.964	37.328	4.318	38.196	28.788	46.487	3.435	47.712	38.072	36.909	4.249	37.71	28.852	47.28	25.138	34.199	35.87	30.794	3.829	2.733	30.956	12.875	25.791	26.859	38.199	32.422	2.534	1.888	21.176	4.612	25.001	9.022	21.73	14.861	1.372	1.2	7.278	2.19
44.50928	3.132	47.224	39.086	35.588	4.227	37.681	28.728	45.662	4.181	50.222	37.649	37.662	4.27	37.945	29.099	45.707	3.356	47.548	38.276	36.756	4.298	37.719	29.195	47.957	24.741	34.148	35.717	30.778	4.073	2.718	30.714	13.237	25.036	27.109	38.046	32.274	2.52	1.905	21.432	4.563	24.507	9.163	21.563	14.927	1.358	1.026	6.965	2.3
44.67591	3.02	47.239	39.252	35.556	4.05	37.779	28.228	44.927	4.267	50.34	37.78	37.632	4.321	37.589	28.895	45.98	3.471	47.465	38.831	37.147	4.317	38.403	29.251	47.391	24.886	34.632	35.882	31.226	4.027	2.704	30.706	13.401	25.117	27.063	37.983	32.4	2.602	1.989	21.671	4.68	25.139	9.091	21.672	14.867	1.375	1.138	7.12	2.324
