ReferenceSeq	Position	MutationType	Gene	Details	12PD_A1_F50_I1_R1	12PD_A1_F50_I2_R1	12PD_A1_F50_I3_R1	12PD_A2_F50_I1_R1	12PD_A2_F50_I2_R1	12PD_A3_F50_I1_R1	12PD_A3_F50_I2_R1	12PD_A3_F50_I3_R1	12PD_A4_F50_I1_R1	12PD_A4_F50_I2_R1	12PD_A4_F50_I3_R1	12PD_A5_F50_I1_R1	12PD_A5_F50_I2_R1	12PD_A6_F50_I1_R1	12PD_A6_F50_I2_R1	12PD_A7_F50_I1_R1	12PD_A7_F50_I2_R1	12PD_A8_F50_I1_R1	12PD_A8_F50_I2_R1	12PD_A8_F50_I3_R1	23BD_A1_F50_I1_R1	23BD_A1_F50_I2_R1	23BD_A2_F50_I1_R1	23BD_A2_F50_I2_R1	23BD_A2_F50_I3_R1	23BD_A3_F50_I1_R1	23BD_A3_F50_I2_R1	23BD_A3_F50_I3_R1	23BD_A4_F50_I1_R1	23BD_A4_F50_I2_R1	23BD_A4_F50_I3_R1	23BD_A5_F50_I1_R1	23BD_A5_F50_I2_R1	23BD_A5_F50_I3_R1	23BD_A6_F50_I1_R1	23BD_A7_F50_I1_R1	23BD_A7_F50_I2_R1	23BD_A7_F50_I3_R1	23BD_A8_F50_I1_R1	23BD_A8_F50_I2_R1	ADIP_A1_F50_I1_R1	ADIP_A1_F50_I2_R1	ADIP_A2_F50_I1_R1	ADIP_A2_F50_I2_R1	ADIP_A2_F50_I3_R1	ADIP_A3_F50_I1_R1	ADIP_A3_F50_I2_R1	ADIP_A3_F50_I3_R1	ADIP_A4_F50_I1_R1	ADIP_A4_F50_I2_R1	ADIP_A5_F50_I1_R1	ADIP_A5_F50_I2_R1	ADIP_A6_F50_I1_R1	ADIP_A6_F50_I2_R1	ADIP_A6_F50_I3_R1	ADIP_A7_F50_I1_R1	ADIP_A7_F50_I2_R1	ADIP_A8_F50_I1_R1	ADIP_A8_F50_I2_R1	ADIP_A8_F50_I3_R1	COUM_A1_F50_I1_R1	COUM_A2_F50_I1_R1	COUM_A2_F50_I2_R1	COUM_A2_F50_I3_R1	COUM_A3_F50_I1_R1	COUM_A3_F50_I2_R1	COUM_A3_F50_I3_R1	COUM_A4_F50_I1_R1	COUM_A4_F50_I2_R1	COUM_A4_F50_I3_R1	COUM_A5_F50_I1_R1	COUM_A5_F50_I2_R1	COUM_A5_F50_I3_R1	COUM_A6_F50_I1_R1	COUM_A6_F50_I2_R1	COUM_A6_F50_I3_R1	COUM_A7_F50_I1_R1	COUM_A7_F50_I2_R1	COUM_A8_F50_I1_R1	COUM_A8_F50_I2_R1	GLUT_A1_F50_I1_R1	GLUT_A1_F50_I2_R1	GLUT_A1_F50_I3_R1	GLUT_A2_F50_I1_R1	GLUT_A2_F50_I2_R1	GLUT_A2_F50_I3_R2	GLUT_A3_F50_I1_R1	GLUT_A3_F50_I2_R2	GLUT_A3_F50_I3_R1	GLUT_A4_F50_I1_R1	GLUT_A4_F50_I2_R2	GLUT_A4_F50_I3_R1	GLUT_A5_F50_I1_R1	GLUT_A5_F50_I2_R1	GLUT_A5_F50_I3_R2	GLUT_A6_F50_I1_R1	GLUT_A6_F50_I2_R2	GLUT_A6_F50_I3_R1	GLUT_A7_F50_I1_R2	GLUT_A7_F50_I2_R1	GLUT_A7_F50_I3_R2	GLUT_A8_F50_I1_R2	GLUT_A8_F50_I2_R1	GLUT_A8_F50_I3_R1	HMDA_A1_F50_I1_R1	HMDA_A2_F50_I1_R1	HMDA_A2_F50_I2_R1	HMDA_A3_F50_I1_R1	HMDA_A3_F50_I2_R1	HMDA_A3_F50_I3_R1	HMDA_A4_F50_I1_R1	HMDA_A4_F50_I2_R1	HMDA_A4_F50_I3_R1	HMDA_A5_F50_I1_R1	HMDA_A5_F50_I2_R1	HMDA_A5_F50_I3_R1	HMDA_A6_F50_I1_R1	HMDA_A6_F50_I2_R1	HMDA_A7_F50_I1_R1	HMDA_A7_F50_I2_R1	HMDA_A7_F50_I3_R1	HMDA_A8_F50_I1_R1	HMDA_A8_F50_I2_R1	HMDA_A8_F50_I3_R1	HEXA_A1_F50_I1_R1	HEXA_A1_F50_I2_R1	HEXA_A1_F50_I3_R1	HEXA_A2_F50_I1_R1	HEXA_A2_F50_I2_R1	HEXA_A2_F50_I3_R1	HEXA_A3_F50_I1_R1	HEXA_A3_F50_I2_R1	HEXA_A3_F50_I3_R1	HEXA_A4_F50_I1_R1	HEXA_A4_F50_I2_R1	HEXA_A4_F50_I3_R1	HEXA_A5_F50_I1_R1	HEXA_A5_F50_I2_R1	HEXA_A5_F50_I3_R1	HEXA_A5_F50_I4_R1	HEXA_A6_F50_I1_R1	HEXA_A7_F50_I1_R1	HEXA_A7_F50_I2_R1	HEXA_A7_F50_I3_R1	IBUA_A1_F50_I1_R1	IBUA_A1_F50_I2_R1	IBUA_A2_F50_I1_R1	IBUA_A2_F50_I2_R1	IBUA_A2_F50_I3_R1	IBUA_A3_F50_I1_R1	IBUA_A3_F50_I2_R1	IBUA_A4_F50_I1_R1	IBUA_A4_F50_I2_R1	IBUA_A4_F50_I3_R1	IBUA_A5_F50_I1_R1	IBUA_A5_F50_I2_R1	IBUA_A6_F50_I1_R1	IBUA_A6_F50_I2_R1	IBUA_A7_F50_I1_R1	IBUA_A7_F50_I2_R1	IBUA_A7_F50_I3_R1	IBUA_A8_F50_I1_R1	IBUA_A8_F50_I2_R1	IBUA_A8_F50_I3_R1	BUT_A1_F50_I1_R1	BUT_A1_F50_I2_R1	BUT_A1_F50_I3_R1	BUT_A2_F50_I1_R1	BUT_A3_F50_I1_R1	BUT_A3_F50_I2_R1	BUT_A3_F50_I3_R1	BUT_A4_F50_I1_R1	BUT_A4_F50_I2_R1	BUT_A4_F50_I3_R1	BUT_A5_F50_I1_R1	BUT_A5_F50_I2_R1	BUT_A6_F50_I1_R1	BUT_A6_F50_I2_R1	BUT_A6_F50_I3_R1	BUT_A7_F50_I1_R1	BUT_A7_F50_I2_R1	BUT_A7_F50_I3_R1	BUT_A8_F50_I1_R1	BUT_A8_F50_I2_R1	OCTA_A1_F50_I1_R1	OCTA_A1_F50_I2_R1	OCTA_A1_F50_I3_R1	OCTA_A2_F50_I1_R1	OCTA_A2_F50_I2_R1	OCTA_A2_F50_I3_R1	OCTA_A3_F50_I1_R1	OCTA_A3_F50_I2_R1	OCTA_A3_F50_I3_R1	OCTA_A4_F50_I1_R1	OCTA_A4_F50_I2_R1	OCTA_A4_F50_I3_R1	OCTA_A5_F50_I1_R1	OCTA_A5_F50_I2_R1	OCTA_A5_F50_I3_R1	OCTA_A6_F50_I1_R1	OCTA_A6_F50_I2_R1	OCTA_A6_F50_I3_R1	OCTA_A7_F50_I1_R1	OCTA_A7_F50_I2_R1	PUTR_A1_F50_I1_R1	PUTR_A1_F50_I2_R1	PUTR_A2_F50_I1_R1	PUTR_A2_F50_I2_R1	PUTR_A2_F50_I3_R1	PUTR_A3_F50_I1_R1	PUTR_A3_F50_I2_R1	PUTR_A3_F50_I3_R1	PUTR_A4_F50_I1_R1	PUTR_A4_F50_I2_R1	PUTR_A4_F50_I3_R1	PUTR_A5_F50_I1_R1	PUTR_A5_F50_I2_R1	PUTR_A5_F50_I3_R1	PUTR_A6_F50_I1_R1	PUTR_A6_F50_I2_R1	PUTR_A6_F50_I3_R1	PUTR_A7_F50_I1_R1	PUTR_A7_F50_I2_R1	PUTR_A7_F50_I3_R1	NaCl_A1_F82_I1_R1	NaCl_A2_F82_I1_R1	NaCl_A3_F82_I1_R1	NaCl_A4_F82_I1_R1	NaCl_A5_F82_I1_R1	NaCl_A6_F85_I1_R1	GLUC_A3_F412_I1_R1	GLUC_A4_F403_I1_R1	GLUC_A4_F403_I2_R1	GLUC_A4_F403_I3_R1	GLUC_A5_F150_I1_R1	GLUC_A6_F406_I1_R1	GLUC_A6_F406_I2_R1	GLUC_A6_F406_I3_R1	GLUC_A7_F88_I1_R1	GLUC_A7_F88_I2_R1	GLUC_A8_F380_I1_R1	GLUC_A8_F380_I2_R1	GLUC_A8_F380_I3_R1	GLUC_A9_F433_I1_R1	GLUC_A9_F433_I2_R1	GLUC_A9_F433_I3_R1	GLUC_A10_F418_I1_R1	GLUC_A10_F418_I2_R1	GLUC_A10_F418_I3_R1
NC_000913	121578	DEL	"aroP, pdhR"	intergenic(-27/-514)						1	1																																																																																																																																																																																																																																																		
NC_000913	124759	SNP	aceE	A581A(GCA_GCG)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	125921	SNP	aceF	S76F(TCC_TTC)							1																																																																																																																																																																																																																																																		
NC_000913	126032	SNP	aceF	I113S(ATC_AGC)																																																			1																																																																																																																																																																																																						
NC_000913	126862	SNP	aceF	P390S(CCG_TCG)					1																																																																																																																																																																																																																																																				
NC_000913	130055	SNP	yacH	S402S(AGC_AGT)																			1																																																																																																																																																																																																																																						
NC_000913	132486	SNP	acnB	A291V(GCA_GTA)																																																																																																																																																																																																					1																																																				
NC_000913	134458	SNP	yacL	V24A(GTC_GCC)										1	1					1	1																																																																																																																																																																																				1	1	1																																																		
NC_000913	136062	SNP	speE	K135Q(AAG_CAG)																																																			1	1																																																																																																																																																																																																					
NC_000913	140169	SNP	gcd	T353P(ACC_CCC)																																																																																																																																																						1																																																																																																			
NC_000913	141194	SNP	gcd	L11*(TTA_TGA)																																																			1																																																																																																																																																																																																						
NC_000913	141869	SNP	hpt	S147A(TCG_GCG)																																																				1																																																																																																																																																																																																					
NC_000913	143271	SNP	yadG	A165T(GCA_ACA)																	1																																																																																																																																																																																																																																								
NC_000913	143721	SNP	yadH	V7A(GTG_GCG)				1	1																																																																																																																																																																																																																																																				
NC_000913	146136	SNP	yadE	F352L(TTT_TTG)																																																																																																																																																						1																																																																																																			
NC_000913	146238	SNP	yadE	K386K(AAA_AAG)																										1	1	1																																																																																																																																																																																																																													
NC_000913	146566	SNP	panD	A43A(GCC_GCT)																																																																																																															1																																																																																																																																										
NC_000913	150128	SNP	yadC	S276P(TCT_CCT)																										1	1	1																																																																																																																																																																																																																													
NC_000913	155698	SNP	yadV	G168G(GGT_GGC)	1																																																																																																																																																																																																																																																								
NC_000913	156869	SNP	yadN	L5F(TTA_TTC)																																																																																																																					1	1																																																																																																																																			
NC_000913	158000	SNP	pcnB	L376W(TTG_TGG)																																																			1																																																																																																																																																																																																						
NC_000913	158212	SNP	pcnB	R305R(CGT_CGC)																			1																																																																																																																																																																																																																																						
NC_000913	158411	SNP	pcnB	N239S(AAC_AGC)																				1																																																																																																																																																																																																																																					
NC_000913	158903	SNP	pcnB	G75D(GGC_GAC)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	163110	SNP	hrpB	I336L(ATC_CTC)																																																			1																																																																																																																																																																																																						
NC_000913	165917	SNP	mrcB	A396A(GCC_GCT)			1																																																																																																																																																																																																																																																						
NC_000913	170334	SNP	fhuC	V186A(GTG_GCG)																1																																																																																																																																																																																					1	1	1																																																		
NC_000913	170771	SNP	fhuD	R66H(CGC_CAC)																										1	1	1																																																																																																																																																																																																																													
NC_000913	172368	SNP	fhuB	M303V(ATG_GTG)			1																																																																																																																																																																																																																																																						
NC_000913	176263	SNP	clcA	A386V(GCG_GTG)	1																																																																																																																																																																																																																																																								
NC_000913	180550	SNP	dgt	P438P(CCT_CCG)																																																				1																																																																																																																																																																																																					
NC_000913	184410	SNP	yaeI	V220V(GTT_GTG)																																																			1																																																																																																																																																																																																						
NC_000913	184461	SNP	yaeI	D203D(GAT_GAC)																																																																																																																																																																																																						1																																																			
NC_000913	186439	SNP	glnD	A738T(GCA_ACA)												1	1																																																																																																																																																																																																																																												
NC_000913	187251	SNP	glnD	T467M(ACG_ATG)																																																																																																																																																																																																					1	1	1																																																		
NC_000913	191580	SNP	tsf	V242I(GTT_ATT)																1																																																																																																																																																																																																																																									
NC_000913	197703	SNP	rseP	I386M(ATT_ATG)																																																			1																																																																																																																																																																																																						
NC_000913	198049	SNP	bamA	A41V(GCG_GTG)							1																																																																																																																																																																																																																																																		
NC_000913	198178	SNP	bamA	L84P(CTT_CCT)										1																																																																																																																																																																																																																																															
NC_000913	203087	SNP	lpxA	G176G(GGT_GGC)																										1	1	1																																																																																																																																																																																																																													
NC_000913	204870	SNP	rnhB	D126E(GAT_GAG)																																																			1																																																																																																																																																																																																						
NC_000913	205820	SNP	dnaE	R232H(CGT_CAT)								1																																																																																																																																																																																																																																																	
NC_000913	206330	SNP	dnaE	F402C(TTC_TGC)																																																																																																																					1	1																																																																																																																																			
NC_000913	209483	SNP	accA	A288V(GCG_GTG)												1	1																																																																																																																																																																																																																																												
NC_000913	212003	SNP	yaeR	S43A(TCA_GCA)																																																			1																																																																																																																																																																																																						
NC_000913	216474	SNP	yaeF	F177C(TTC_TGC)																																																			1																																																																																																																																																																																																						
NC_000913	216672	SNP	yaeF	V111A(GTC_GCC)																		1	1	1																																																																																																																																																																																																																																					
NC_000913	217580	SNP	proS	G399D(GGC_GAC)													1																																																																																																																																																																																																																																												
NC_000913	217738	SNP	proS	P346P(CCG_CCA)																																																																																																																																																																																																					1																																																				
NC_000913	218835	DEL	"proS, tsaA"	intergenic(-60/+52)																																																																																																																																																																																																					1	1	1																																																		
NC_000913	218942	SNP	tsaA	V218A(GTT_GCT)	1	1	1	1	1	1	1																																																																																																																																																																																																																																																		
NC_000913	219435	SNP	tsaA	F54L(TTC_CTC)		1																																																																																																																																																																																																																																																							
NC_000913	219876	SNP	rcsF	K40N(AAA_AAC)																																																			1																																																																																																																																																																																																						
NC_000913	223342	SNP	gmhB	D170E(GAT_GAG)																																																				1																																																																																																																																																																																																					
NC_000913	223836	SNP	rrsH	noncoding(66/1542nt)																																																																																																																																																																																																																																																									
